,,,,Nation,Pos,Age,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ESP-La Liga,2122,Real Sociedad,Urko González,ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Álex Remiro,ESP,GK,26.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Sevilla,Alberto López,ESP,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Alejandro Pozo Pozo,ESP,"DF,MF",22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Alfonso Pastor,ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Anthony Martial,FRA,"FW,MF",25.0,9,7,490.0,5.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,0.2,0.5,0.06,0.03,0.09,0.06,0.09
ESP-La Liga,2122,Sevilla,Carmona,ESP,DF,19.0,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Sevilla,Diego Carlos,BRA,DF,28.0,34,34,2957.0,32.9,3.0,0.0,3.0,0.0,0.0,4.0,1.0,0.09,0.0,0.09,0.09,0.09,2.5,2.5,0.3,2.8,0.08,0.01,0.09,0.08,0.09
ESP-La Liga,2122,Sevilla,Enrique Valiente,ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Fernando,BRA,"MF,DF",34.0,24,21,1850.0,20.6,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.05,0.1,0.05,0.1,0.6,0.6,0.3,0.9,0.03,0.01,0.04,0.03,0.04
ESP-La Liga,2122,Sevilla,Gonzalo Montiel,ARG,DF,24.0,18,15,1066.0,11.8,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.08,0.17,0.25,0.08,0.25,0.3,0.3,1.3,1.6,0.03,0.11,0.14,0.03,0.14
ESP-La Liga,2122,Sevilla,Ivan Rakitić,CRO,MF,33.0,35,26,2182.0,24.2,4.0,6.0,3.0,1.0,2.0,5.0,0.0,0.16,0.25,0.41,0.12,0.37,3.4,1.9,2.8,4.7,0.14,0.11,0.26,0.08,0.19
ESP-La Liga,2122,Sevilla,Iván Romero,ESP,FW,20.0,5,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.27,0.0,0.27,0.27,0.27
ESP-La Liga,2122,Sevilla,Javier Díaz,ESP,GK,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Sevilla,Jesús Corona,MEX,"FW,DF",28.0,18,12,1157.0,12.9,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.16,0.31,0.47,0.16,0.47,1.7,1.7,3.3,5.0,0.13,0.26,0.39,0.13,0.39
ESP-La Liga,2122,Sevilla,Jesús Navas,ESP,DF,35.0,25,19,1786.0,19.8,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.15,0.15,0.0,0.15,0.4,0.4,4.3,4.7,0.02,0.22,0.24,0.02,0.24
ESP-La Liga,2122,Sevilla,Joan Jordán,ESP,MF,27.0,36,31,2514.0,27.9,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.04,0.04,0.0,0.04,0.9,0.9,1.5,2.4,0.03,0.05,0.09,0.03,0.09
ESP-La Liga,2122,Sevilla,Juan Sánchez,ESP,MF,17.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Sevilla,Juanlu,ESP,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Jules Koundé,FRA,DF,22.0,32,31,2736.0,30.4,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.07,0.03,0.1,0.07,0.1,1.2,1.2,1.9,3.1,0.04,0.06,0.1,0.04,0.1
ESP-La Liga,2122,Sevilla,Karim Rekik,NED,DF,26.0,18,11,1098.0,12.2,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,0.4,0.4,0.3,0.7,0.03,0.03,0.06,0.03,0.06
ESP-La Liga,2122,Sevilla,Lucas Ocampos,ARG,FW,27.0,30,23,2125.0,23.6,6.0,4.0,6.0,0.0,0.0,7.0,0.0,0.25,0.17,0.42,0.25,0.42,5.7,5.7,1.8,7.5,0.24,0.08,0.32,0.24,0.32
ESP-La Liga,2122,Sevilla,Ludwig Augustinsson,SWE,DF,27.0,19,9,793.0,8.8,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.11,0.11,0.0,0.11,0.4,0.4,0.6,1.0,0.05,0.07,0.12,0.05,0.12
ESP-La Liga,2122,Sevilla,Luismi,ESP,FW,20.0,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Sevilla,Luuk de Jong,NED,FW,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Marcos Acuña,ARG,DF,29.0,31,26,2260.0,25.1,1.0,3.0,1.0,0.0,0.0,10.0,0.0,0.04,0.12,0.16,0.04,0.16,1.4,1.4,3.0,4.4,0.06,0.12,0.18,0.06,0.18
ESP-La Liga,2122,Sevilla,Marko Dmitrović,SRB,GK,29.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Sevilla,Munir El Haddadi,MAR,"FW,MF",25.0,16,4,474.0,5.3,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.38,0.0,0.38,0.38,0.38,1.6,1.6,0.6,2.2,0.3,0.11,0.42,0.3,0.42
ESP-La Liga,2122,Sevilla,Nacho Quintana,ESP,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Nemanja Gudelj,SRB,"MF,DF",29.0,21,9,1046.0,11.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
ESP-La Liga,2122,Sevilla,Opponent Total,,,27.8,38,418,3420.0,38.0,30.0,19.0,28.0,2.0,4.0,98.0,4.0,0.79,0.5,1.29,0.74,1.24,38.5,35.5,24.2,59.7,1.01,0.64,1.65,0.93,1.57
ESP-La Liga,2122,Sevilla,Oussama Idrissi,MAR,"FW,MF",25.0,5,2,127.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.08,0.08,0.16,0.08,0.16
ESP-La Liga,2122,Sevilla,Pablo Pérez,ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Papu Gómez,ARG,"MF,FW",33.0,29,19,1784.0,19.8,5.0,1.0,5.0,0.0,0.0,4.0,0.0,0.25,0.05,0.3,0.25,0.3,2.5,2.4,2.0,4.3,0.13,0.1,0.23,0.12,0.22
ESP-La Liga,2122,Sevilla,Pedro Ortiz,ESP,MF,20.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.7,4.7,4.92,9.63,4.7,9.63
ESP-La Liga,2122,Sevilla,Rafa Mir,ESP,FW,24.0,34,18,1808.0,20.1,10.0,0.0,10.0,0.0,0.0,6.0,0.0,0.5,0.0,0.5,0.5,0.5,7.6,7.6,0.4,8.0,0.38,0.02,0.4,0.38,0.4
ESP-La Liga,2122,Sevilla,Squad Total,,,28.6,38,418,3420.0,38.0,51.0,40.0,49.0,2.0,3.0,97.0,4.0,1.34,1.05,2.39,1.29,2.34,43.5,41.2,32.9,74.1,1.15,0.87,2.01,1.08,1.95
ESP-La Liga,2122,Sevilla,Suso,ESP,FW,27.0,8,6,384.0,4.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0.2,0.2,0.4,0.6,0.05,0.09,0.14,0.05,0.14
ESP-La Liga,2122,Sevilla,Thomas Delaney,DEN,MF,29.0,26,15,1549.0,17.2,2.0,1.0,2.0,0.0,0.0,4.0,1.0,0.12,0.06,0.17,0.12,0.17,1.3,1.3,0.6,1.8,0.07,0.03,0.11,0.07,0.11
ESP-La Liga,2122,Sevilla,Valentino Scotta,ESP,DF,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Sevilla,Yassine Bounou,MAR,GK,30.0,31,31,2790.0,31.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.6,0.6,0.0,0.02,0.02,0.0,0.02
ESP-La Liga,2122,Sevilla,Youssef En-Nesyri,MAR,FW,24.0,23,15,1277.0,14.2,5.0,1.0,4.0,1.0,1.0,1.0,0.0,0.35,0.07,0.42,0.28,0.35,5.8,5.1,1.3,6.3,0.41,0.09,0.5,0.36,0.45
ESP-La Liga,2122,Sevilla,Zarzana,ESP,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Érik Lamela,ARG,FW,29.0,20,10,1015.0,11.3,5.0,2.0,5.0,0.0,0.0,5.0,0.0,0.44,0.18,0.62,0.44,0.62,2.7,2.7,1.9,4.6,0.24,0.17,0.41,0.24,0.41
ESP-La Liga,2122,Sevilla,Óliver Torres,ESP,"MF,FW",26.0,26,11,1008.0,11.2,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.18,0.27,0.45,0.18,0.45,0.9,0.9,1.9,2.8,0.08,0.17,0.25,0.08,0.25
ESP-La Liga,2122,Sevilla,Óscar Rodríguez Arnaiz,ESP,"FW,MF",23.0,11,4,417.0,4.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.2,2.1,0.18,0.26,0.44,0.18,0.44
ESP-La Liga,2122,Valencia,Alejandro Blanco,ESP,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Alessandro Burlamaqui,PER,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Bryan,ESP,"MF,FW",20.0,13,9,753.0,8.4,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.12,0.12,0.0,0.12,1.1,1.1,1.0,2.2,0.13,0.12,0.26,0.13,0.26
ESP-La Liga,2122,Valencia,Carlos Soler,ESP,MF,24.0,32,28,2474.0,27.5,11.0,5.0,4.0,7.0,7.0,4.0,0.0,0.4,0.18,0.58,0.15,0.33,8.1,2.8,4.5,7.3,0.3,0.16,0.46,0.1,0.26
ESP-La Liga,2122,Valencia,Charlie Perez,ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Cristhian Mosquera,COL,DF,17.0,6,3,212.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05
ESP-La Liga,2122,Valencia,Cristian,ESP,GK,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Cristiano Piccini,ITA,DF,28.0,6,3,322.0,3.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28,0.0,0.28,0.28,0.28,0.1,0.1,0.2,0.3,0.03,0.05,0.08,0.03,0.08
ESP-La Liga,2122,Valencia,César Tárrega,ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Daniel Wass,DEN,MF,32.0,19,19,1582.0,17.6,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.11,0.06,0.11,1.8,1.8,0.6,2.4,0.1,0.03,0.14,0.1,0.14
ESP-La Liga,2122,Valencia,Denis Cheryshev,RUS,MF,30.0,17,5,563.0,6.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,0.16,0.0,0.16,1.0,1.0,0.3,1.3,0.16,0.05,0.21,0.16,0.21
ESP-La Liga,2122,Valencia,Diego Noguerol,ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Dimitri Foulquier,FRA,DF,28.0,29,25,2342.0,26.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.04,0.04,0.0,0.04,0.8,0.8,0.7,1.5,0.03,0.03,0.06,0.03,0.06
ESP-La Liga,2122,Valencia,Eray Cömert,SUI,DF,23.0,8,5,408.0,4.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.09,0.0,0.09,0.09,0.09
ESP-La Liga,2122,Valencia,Gabriel Paulista,BRA,DF,30.0,19,19,1592.0,17.7,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.11,0.06,0.17,0.11,0.17,0.9,0.9,0.1,1.0,0.05,0.01,0.06,0.05,0.06
ESP-La Liga,2122,Valencia,Giorgi Mamardashvili,GEO,GK,20.0,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Valencia,Gonçalo Guedes,POR,"FW,MF",24.0,36,30,2606.0,29.0,11.0,6.0,10.0,1.0,2.0,3.0,0.0,0.38,0.21,0.59,0.35,0.55,6.5,4.9,4.0,8.9,0.23,0.14,0.36,0.17,0.31
ESP-La Liga,2122,Valencia,Hugo Duro,ESP,"FW,MF",21.0,30,22,1834.0,20.4,7.0,1.0,7.0,0.0,0.0,3.0,1.0,0.34,0.05,0.39,0.34,0.39,3.8,3.8,0.9,4.7,0.19,0.04,0.23,0.19,0.23
ESP-La Liga,2122,Valencia,Hugo González,ESP,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Hugo Guillamón,ESP,"MF,DF",21.0,31,28,2361.0,26.2,1.0,0.0,1.0,0.0,0.0,11.0,2.0,0.04,0.0,0.04,0.04,0.04,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03
ESP-La Liga,2122,Valencia,Hélder Costa,ANG,"MF,FW",27.0,22,13,1118.0,12.4,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,1.7,2.0,0.03,0.14,0.16,0.03,0.16
ESP-La Liga,2122,Valencia,Ilaix Moriba,GUI,MF,18.0,14,9,818.0,9.1,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,0.06,0.03,0.09,0.06,0.09
ESP-La Liga,2122,Valencia,Jason,ESP,"MF,DF",27.0,5,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.07,0.17,0.24,0.07,0.24
ESP-La Liga,2122,Valencia,Jasper Cillessen,NED,GK,32.0,17,17,1457.0,16.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Valencia,Jaume Doménech,ESP,GK,30.0,4,3,343.0,3.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Valencia,Javier Guerra,ESP,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Jesus Vazquez,ESP,DF,18.0,15,8,813.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,0.07,0.02,0.1,0.07,0.1
ESP-La Liga,2122,Valencia,Jesús Santiago,ESP,MF,17.0,3,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Valencia,José Luis Gayà,ESP,DF,26.0,24,22,1871.0,20.8,2.0,4.0,2.0,0.0,0.0,8.0,2.0,0.1,0.19,0.29,0.1,0.29,1.0,1.0,2.2,3.1,0.05,0.1,0.15,0.05,0.15
ESP-La Liga,2122,Valencia,José Menargues,ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Koba Koindredi,FRA,MF,19.0,10,1,181.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05
ESP-La Liga,2122,Valencia,Lassina Sangare,CIV,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Manu Vallejo,ESP,"FW,MF",24.0,9,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.2,0.09,0.29,0.2,0.29
ESP-La Liga,2122,Valencia,Maranhão,BRA,"FW,MF",24.0,29,8,973.0,10.8,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.09,0.28,0.37,0.09,0.37,3.5,3.5,1.4,4.9,0.33,0.13,0.45,0.33,0.45
ESP-La Liga,2122,Valencia,Mario Dominguez,ESP,FW,17.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Valencia,Maxi Gómez,URU,FW,24.0,29,21,1956.0,21.7,5.0,1.0,5.0,0.0,0.0,7.0,1.0,0.23,0.05,0.28,0.23,0.28,5.2,5.2,1.9,7.1,0.24,0.09,0.33,0.24,0.33
ESP-La Liga,2122,Valencia,Mouctar Diakhaby,GUI,DF,24.0,29,21,1948.0,21.6,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,0.1,0.6,0.02,0.01,0.03,0.02,0.03
ESP-La Liga,2122,Valencia,Omar Alderete,PAR,DF,24.0,29,28,2403.0,26.7,2.0,0.0,2.0,0.0,0.0,15.0,0.0,0.07,0.0,0.07,0.07,0.07,0.9,0.9,0.3,1.2,0.04,0.01,0.05,0.04,0.05
ESP-La Liga,2122,Valencia,Opponent Total,,,27.8,38,418,3420.0,38.0,50.0,34.0,43.0,7.0,8.0,133.0,7.0,1.32,0.89,2.21,1.13,2.03,47.3,41.2,31.6,72.8,1.24,0.83,2.07,1.08,1.91
ESP-La Liga,2122,Valencia,Pedro Alemañ,ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Ruben Lendinez,ESP,DF,18.0,4,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ESP-La Liga,2122,Valencia,Rubén Sobrino,ESP,MF,29.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Valencia,Squad Total,,,24.8,38,418,3420.0,38.0,45.0,30.0,37.0,8.0,9.0,134.0,8.0,1.18,0.79,1.97,0.97,1.76,39.2,32.3,24.3,56.5,1.03,0.64,1.67,0.85,1.49
ESP-La Liga,2122,Valencia,Thierry Correia,POR,DF,22.0,19,18,1414.0,15.7,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.9,1.1,0.02,0.05,0.07,0.02,0.07
ESP-La Liga,2122,Valencia,Toni Lato,ESP,"DF,MF",23.0,11,7,590.0,6.6,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.5,0.5,0.0,0.07,0.07,0.0,0.07
ESP-La Liga,2122,Valencia,Uroš Račić,SRB,MF,23.0,28,13,1206.0,13.4,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.7,0.07,0.05,0.12,0.07,0.12
ESP-La Liga,2122,Valencia,Yunus Musah,USA,"MF,FW",18.0,29,13,1259.0,14.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.07,0.0,0.07,0.07,0.07,0.4,0.4,1.1,1.5,0.03,0.08,0.11,0.03,0.11
ESP-La Liga,2122,Villarreal,Adrián de la Fuente,ESP,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Villarreal,Alberto Moreno,ESP,"MF,DF",29.0,24,13,1223.0,13.6,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.22,0.15,0.37,0.22,0.37,3.0,3.0,2.0,5.0,0.22,0.15,0.37,0.22,0.37
ESP-La Liga,2122,Villarreal,Alfonso Pedraza,ESP,DF,25.0,28,19,1701.0,18.9,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.21,0.21,0.42,0.21,0.42,1.6,1.6,3.2,4.8,0.08,0.17,0.25,0.08,0.25
ESP-La Liga,2122,Villarreal,Antonio Pacheco,ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Villarreal,Arana,ESP,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Villarreal,Arnaut Groeneveld,NED,FW,24.0,23,17,1472.0,16.4,10.0,3.0,7.0,3.0,3.0,1.0,0.0,0.61,0.18,0.79,0.43,0.61,12.5,10.2,1.8,12.0,0.76,0.11,0.87,0.62,0.73
ESP-La Liga,2122,Villarreal,Aïssa Mandi,ALG,DF,29.0,17,14,1375.0,15.3,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,1.9,1.9,0.0,1.9,0.12,0.0,0.12,0.12,0.12
ESP-La Liga,2122,Villarreal,Boulaye Dia,SEN,FW,24.0,25,13,1269.0,14.1,5.0,5.0,5.0,0.0,0.0,3.0,0.0,0.35,0.35,0.71,0.35,0.71,5.0,5.0,1.9,6.9,0.36,0.13,0.49,0.36,0.49
ESP-La Liga,2122,Villarreal,Carlo,ESP,MF,20.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Villarreal,Dani Raba,ESP,"MF,FW",25.0,7,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.27,0.27,0.0,0.27
ESP-La Liga,2122,Villarreal,Daniel Parejo,ESP,MF,32.0,33,32,2704.0,30.0,2.0,10.0,1.0,1.0,1.0,3.0,0.0,0.07,0.33,0.4,0.03,0.37,1.7,1.0,6.6,7.6,0.06,0.22,0.28,0.03,0.25
ESP-La Liga,2122,Villarreal,Filip Jörgensen,DEN,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Villarreal,Francis Coquelin,FRA,MF,30.0,20,8,830.0,9.2,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.22,0.11,0.33,0.22,0.33,0.3,0.3,0.7,0.9,0.03,0.07,0.1,0.03,0.1
ESP-La Liga,2122,Villarreal,Gerard Moreno,ESP,FW,29.0,17,14,1191.0,13.2,9.0,3.0,8.0,1.0,2.0,2.0,0.0,0.68,0.23,0.91,0.6,0.83,6.5,5.0,4.7,9.6,0.49,0.35,0.84,0.37,0.73
ESP-La Liga,2122,Villarreal,Gerónimo Rulli,ARG,GK,29.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Villarreal,Giovani Lo Celso,ARG,"MF,FW",25.0,16,11,994.0,11.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.09,0.09,0.18,0.09,0.18,1.3,1.3,2.2,3.5,0.12,0.2,0.31,0.12,0.31
ESP-La Liga,2122,Villarreal,Iker Álvarez,AND,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Villarreal,Jorge Cuenca,ESP,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Villarreal,José Cabrera,ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Villarreal,Juan Foyth,ARG,DF,23.0,25,22,1924.0,21.4,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.05,0.05,0.09,0.05,0.09,0.5,0.5,1.8,2.3,0.02,0.08,0.11,0.02,0.11
ESP-La Liga,2122,Villarreal,Manu Trigueros,ESP,"MF,FW",29.0,35,27,2178.0,24.2,6.0,4.0,6.0,0.0,0.0,3.0,0.0,0.25,0.17,0.41,0.25,0.41,4.9,4.9,2.6,7.5,0.2,0.11,0.31,0.2,0.31
ESP-La Liga,2122,Villarreal,Mario Gaspar,ESP,DF,30.0,12,7,623.0,6.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.8,0.03,0.08,0.11,0.03,0.11
ESP-La Liga,2122,Villarreal,Moi Gómez,ESP,"MF,FW",27.0,29,13,1286.0,14.3,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.14,0.14,0.28,0.14,0.28,2.7,2.7,2.3,5.0,0.19,0.16,0.35,0.19,0.35
ESP-La Liga,2122,Villarreal,Nicolas Jackson,SEN,FW,20.0,9,0,165.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.2,0.42,0.25,0.66,0.42,0.66
